"from_id","from_cat","to_id","to_cat"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","target_clear_container_logs","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","target_cluster_internal_networking","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","target_compromised_images_in_registry","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","target_privileged_container","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","target_network_mapping","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","global_obstate","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","target_data_destruction","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","target_access_cloud_resources","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","target_clear_container_logs","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-de76a07a-0935-4cea-9755-089a2da00020","target_application_exploit","mact-46f81f2e-f12d-490d-8779-6fd54ceb1544","container_network_activity_with_request_errors_for_known_vulnerabilities"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","global_obstate","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","target_network_mapping","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","target_network_mapping","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","target_access_container_service_account","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","target_exposed_sensitive_interfaces","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","target_resource_hijacking","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","target_delete_kubernetes_events","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","target_cluster_internal_networking","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-de76a07a-0935-4cea-9755-089a2da00020","target_application_exploit","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-9300e8ea-52e6-4368-82a2-42f8afd594e2","target_container_service_account","mact-8803367b-2158-4f0f-a964-dad3ee9c0333","rbac_profiled_pod+_create_activity"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","target_ssh_server_running_inside_container","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","target_vulnerable_application","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","target_access_the_kubernetes_api_server","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-9091ce1c-0357-4e2e-adf6-743c11384e8e","pod+_config_with_credentials"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-00a371b8-7af7-422c-bc7a-0e5cb72fbbbc","noncontroller_pod+_create_activity"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","target_vulnerable_application","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-e642da19-c9bb-47eb-85f9-3400d5376c57","target_writable_hostpath_mount","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","target_exec_into_container","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","target_ssh_server_running_inside_container","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-e642da19-c9bb-47eb-85f9-3400d5376c57","target_writable_hostpath_mount","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","target_new_container","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","target_exec_into_container","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","target_coredns_poisoning","mact-ec4b2ad9-fbb8-4caf-bca1-1512e7f02e19","configmap_corefile_update"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","target_data_destruction","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","target_access_container_service_account","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","target_delete_kubernetes_events","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","target_access_kubernetes_dashboard","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-de76a07a-0935-4cea-9755-089a2da00020","target_application_exploit","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-9300e8ea-52e6-4368-82a2-42f8afd594e2","target_container_service_account","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-5a728e27-6359-433e-b673-ab863b561427","target_malicious_admission_controller","mact-1c914936-6ec7-4c81-857d-dc2530b6d2bc","mutatingadmissionwebhook_activity"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","target_privileged_container","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","target_kubernetes_cronjob","mact-1825587b-af31-4297-8c8c-d9170f24ecd8","rbac_profiled_cronjob_activity"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","global_obstate","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","target_exec_into_container","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","target_exposed_sensitive_interfaces","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","global_obstate","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","target_network_mapping","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","target_access_cloud_resources","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-9091ce1c-0357-4e2e-adf6-743c11384e8e","pod+_config_with_credentials"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obglobal-27dba82a-af0c-4af9-ac79-a8097e6c8e9k","global_obstate","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-e642da19-c9bb-47eb-85f9-3400d5376c57","target_writable_hostpath_mount","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","target_clear_container_logs","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","target_hostpath_mount","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","target_clear_container_logs","mact-bf296e99-c642-4b30-b3fc-a925c203448d","writable_mount_to_k8s_log_location"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","target_access_container_service_account","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","target_data_destruction","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-fd508d29-eeaa-44c4-a7c3-f73bb807e511","sidecar_injection_activity"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","target_kubernetes_cronjob","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-4aa2cc22-e6a0-4699-9d60-15650f4dc74f","target_resource_hijacking","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","target_new_container","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","target_hostpath_mount","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","target_data_destruction","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","target_exposed_sensitive_interfaces","mact-43e13ffb-e23f-4bbc-8879-c5f698b2c33e","sensitive_interfaces_exposed"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-9d9c9b98-5ab5-47e1-8392-892bc853a203","target_application_credentials_in_configuration_files","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","target_access_the_kubernetes_api_server","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","target_compromised_images_in_registry","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-cbf5c23d-2579-4dfd-b791-8cbe8a299467","same_name_or_similar_pod_creation_activity"
"obf-be003bad-fc60-4ba7-868d-194f909d4c4b","target_vulnerable_application","mact-ccfce484-fa8e-44fc-b512-76e302b212a2","create_or_mount_activity_in_preconfigured_netspaces"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","target_coredns_poisoning","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","target_coredns_poisoning","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-2480daf0-c14e-4db9-9adb-46b00df4da5e","target_mount_service_principal","mact-bf296e99-c642-4b30-b3fc-a925c203448d","writable_mount_to_k8s_log_location"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","target_kubernetes_cronjob","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","target_access_kubernetes_dashboard","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8","target_data_destruction","mact-d293cd5d-71c0-4403-bc24-b7e5039093f2","resource_and_data_destruction"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","target_privileged_container","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","target_hostpath_mount","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","target_access_kubernetes_dashboard","mact-786f9e86-2215-4b03-8552-584b7a254816","k8s_dashboard_activity"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","target_hostpath_mount","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-b887aec6-ea88-49e3-b349-3c0797c4723d","target_hostpath_mount","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","target_access_kubernetes_dashboard","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","target_ssh_server_running_inside_container","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-d7f52f90-7169-41fa-97e3-31f1488aa7da","target_ssh_server_running_inside_container","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-63d3ac25-85f8-4c5b-b2e2-cce25363560e","target_cluster_internal_networking","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-5a728e27-6359-433e-b673-ab863b561427","target_malicious_admission_controller","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-4e32dea8-742d-474f-bf43-bbfce4656239","target_sidecar_injection","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-de76a07a-0935-4cea-9755-089a2da00020","target_application_exploit","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-5a728e27-6359-433e-b673-ab863b561427","target_malicious_admission_controller","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-de76a07a-0935-4cea-9755-089a2da00020","target_application_exploit","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-f0a70cc6-83e5-49e2-aa52-a3068c7304ef","target_access_kubernetes_dashboard","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-2f39e379-fb3b-4776-bcf8-5d7044c0bef7","target_access_cloud_resources","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-e9238385-bcec-4866-9493-2fb6b9129c04","target_access_kubelet_api","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-cce83cd7-20ee-4a03-b731-51df2c399b4c","target_new_container","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-5e328d1a-c14d-4031-99c0-d107731563e3","target_pod_container_name_similarity","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-cce3dfde-fcbc-4972-b666-e50403edb23e","target_denial_of_service","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-e9238385-bcec-4866-9493-2fb6b9129c04","target_access_kubelet_api","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-8c302563-5294-498c-95a4-b96daf9ed5e1","target_coredns_poisoning","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-d4286f4c-e286-48ca-a2d5-8f5089fff410","target_writable_volume_mounts_on_the_host","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d","target_access_container_service_account","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","target_kubernetes_cronjob","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-0c3de308-f0f5-44d8-a4a2-dd3d74452216","target_clear_container_logs","mact-02528e65-c88d-4434-80ff-99d3b326e001","connectivity_jitter_container_scope"
"obf-47087c4a-ac12-4f51-815a-233ac60b827c","target_network_mapping","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-5163e382-6b2b-4cc8-bf47-22a2e1e8e346","target_exec_into_container","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-4a67ed7a-7387-4ff4-a610-0060a02d2eb8","target_kubernetes_cronjob","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-0c7a8541-1cf9-4cce-85d8-5824104289cf","target_access_the_kubernetes_api_server","mact-9a9885eb-589d-4836-8902-a2266e628652","network_config_update_activity"
"obf-c902f00f-97fd-45c0-8753-dace2c608168","target_privileged_container","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-40c10504-94ed-4e29-8caa-18eb049a7c0c","target_compromised_images_in_registry","mact-f7530e3d-cb4e-4e46-bdca-ef1f91b5e712","rbac_config_update_activity"
"obf-5e8ee7c7-27a0-4cda-ba17-6cd931afc43c","target_list_kubernetes_secrets","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-312017d6-1fbe-4ad1-abe5-97c411d6c9f7","target_backdoor_container","mact-dc51150a-26a4-4749-b9b1-3acfd5f305ec","configmap_config_update_activity"
"obf-6f14fa07-7cbf-4473-9ab3-d47864b7ed98","target_using_cloud_credentials","mact-26b34fef-27d0-4145-a138-15c4d63f03a2","connectivity_jitter_kubelet_scope"
"obf-e0117c66-e93b-4f5d-b484-1310c38f2fa1","target_exposed_sensitive_interfaces","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","target_delete_kubernetes_events","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
"obf-24660362-fa61-411c-9f82-8f6e107b1b2c","target_delete_kubernetes_events","mact-7b411daa-2993-46f7-9883-88ed9410a66c","connectivity_latency_container_scope"
"obf-1ccba6a5-ff26-4306-bd58-c652533540e6","target_cluster-admin_binding","mact-b3eeabf0-0810-4f8d-bea8-3f9ef27aa79b","privilege_escalation"
"obf-26c5a7ae-cf37-4f6b-93ad-bb47ffdc564c","target_applications_credentials_in_configuration_files","mact-d9088728-947d-4dd0-a3d1-b7692ab3c9f1","connectivity_latency_kubelet_scope"
